Time          F_x          F_y          F_z
3.6000e+00  9.6092e-02  1.8566e-02  -1.4786e-05
3.6050e+00  9.6087e-02  1.8503e-02  -1.4787e-05
3.6100e+00  9.6081e-02  1.8441e-02  -1.4787e-05
3.6150e+00  9.6075e-02  1.8381e-02  -1.4788e-05
3.6200e+00  9.6069e-02  1.8322e-02  -1.4788e-05
3.6250e+00  9.6063e-02  1.8265e-02  -1.4789e-05
3.6300e+00  9.6057e-02  1.8209e-02  -1.4790e-05
3.6350e+00  9.6050e-02  1.8154e-02  -1.4790e-05
3.6400e+00  9.6044e-02  1.8101e-02  -1.4791e-05
3.6450e+00  9.6037e-02  1.8048e-02  -1.4791e-05
3.6500e+00  9.6031e-02  1.7997e-02  -1.4792e-05
3.6550e+00  9.6024e-02  1.7947e-02  -1.4792e-05
3.6600e+00  9.6017e-02  1.7899e-02  -1.4793e-05
3.6650e+00  9.6011e-02  1.7851e-02  -1.4793e-05
3.6700e+00  9.6004e-02  1.7804e-02  -1.4794e-05
3.6750e+00  9.5998e-02  1.7759e-02  -1.4794e-05
3.6800e+00  9.5992e-02  1.7714e-02  -1.4795e-05
3.6850e+00  9.5986e-02  1.7671e-02  -1.4795e-05
3.6900e+00  9.5979e-02  1.7629e-02  -1.4795e-05
3.6950e+00  9.5974e-02  1.7588e-02  -1.4796e-05
3.7000e+00  9.5968e-02  1.7547e-02  -1.4796e-05
3.7050e+00  9.5963e-02  1.7508e-02  -1.4796e-05
3.7100e+00  9.5957e-02  1.7470e-02  -1.4797e-05
3.7150e+00  9.5952e-02  1.7433e-02  -1.4797e-05
3.7200e+00  9.5948e-02  1.7397e-02  -1.4797e-05
3.7250e+00  9.5943e-02  1.7361e-02  -1.4797e-05
3.7300e+00  9.5939e-02  1.7327e-02  -1.4798e-05
3.7350e+00  9.5936e-02  1.7294e-02  -1.4798e-05
3.7400e+00  9.5932e-02  1.7262e-02  -1.4798e-05
3.7450e+00  9.5929e-02  1.7231e-02  -1.4798e-05
3.7500e+00  9.5926e-02  1.7200e-02  -1.4798e-05
3.7550e+00  9.5924e-02  1.7171e-02  -1.4798e-05
3.7600e+00  9.5921e-02  1.7143e-02  -1.4798e-05
3.7650e+00  9.5920e-02  1.7115e-02  -1.4798e-05
3.7700e+00  9.5918e-02  1.7088e-02  -1.4798e-05
3.7750e+00  9.5917e-02  1.7063e-02  -1.4798e-05
3.7800e+00  9.5916e-02  1.7038e-02  -1.4798e-05
3.7850e+00  9.5916e-02  1.7014e-02  -1.4798e-05
3.7900e+00  9.5916e-02  1.6990e-02  -1.4798e-05
3.7950e+00  9.5916e-02  1.6967e-02  -1.4798e-05
3.8000e+00  9.5917e-02  1.6945e-02  -1.4798e-05
3.8050e+00  9.5918e-02  1.6924e-02  -1.4798e-05
3.8100e+00  9.5919e-02  1.6903e-02  -1.4798e-05
3.8150e+00  9.5920e-02  1.6882e-02  -1.4798e-05
3.8200e+00  9.5922e-02  1.6862e-02  -1.4797e-05
3.8250e+00  9.5925e-02  1.6842e-02  -1.4797e-05
3.8300e+00  9.5927e-02  1.6823e-02  -1.4797e-05
3.8350e+00  9.5930e-02  1.6803e-02  -1.4797e-05
3.8400e+00  9.5933e-02  1.6784e-02  -1.4797e-05
3.8450e+00  9.5937e-02  1.6764e-02  -1.4796e-05
3.8500e+00  9.5940e-02  1.6744e-02  -1.4796e-05
3.8550e+00  9.5944e-02  1.6724e-02  -1.4796e-05
3.8600e+00  9.5948e-02  1.6703e-02  -1.4796e-05
3.8650e+00  9.5953e-02  1.6681e-02  -1.4795e-05
3.8700e+00  9.5957e-02  1.6659e-02  -1.4795e-05
3.8750e+00  9.5962e-02  1.6635e-02  -1.4795e-05
3.8800e+00  9.5967e-02  1.6611e-02  -1.4795e-05
3.8850e+00  9.5972e-02  1.6585e-02  -1.4794e-05
3.8900e+00  9.5978e-02  1.6558e-02  -1.4794e-05
3.8950e+00  9.5983e-02  1.6529e-02  -1.4794e-05
3.9000e+00  9.5989e-02  1.6499e-02  -1.4794e-05
3.9050e+00  9.5994e-02  1.6467e-02  -1.4794e-05
3.9100e+00  9.6000e-02  1.6433e-02  -1.4793e-05
3.9150e+00  9.6006e-02  1.6397e-02  -1.4793e-05
3.9200e+00  9.6012e-02  1.6358e-02  -1.4793e-05
3.9250e+00  9.6018e-02  1.6318e-02  -1.4793e-05
3.9300e+00  9.6023e-02  1.6275e-02  -1.4793e-05
3.9350e+00  9.6029e-02  1.6229e-02  -1.4793e-05
3.9400e+00  9.6035e-02  1.6182e-02  -1.4793e-05
3.9450e+00  9.6041e-02  1.6131e-02  -1.4792e-05
3.9500e+00  9.6047e-02  1.6078e-02  -1.4792e-05
3.9550e+00  9.6052e-02  1.6023e-02  -1.4792e-05
3.9600e+00  9.6058e-02  1.5965e-02  -1.4792e-05
3.9650e+00  9.6063e-02  1.5905e-02  -1.4792e-05
3.9700e+00  9.6069e-02  1.5842e-02  -1.4792e-05
3.9750e+00  9.6074e-02  1.5777e-02  -1.4792e-05
3.9800e+00  9.6079e-02  1.5710e-02  -1.4793e-05
3.9850e+00  9.6084e-02  1.5641e-02  -1.4793e-05
3.9900e+00  9.6088e-02  1.5571e-02  -1.4793e-05
3.9950e+00  9.6093e-02  1.5499e-02  -1.4793e-05
4.0000e+00  9.6097e-02  1.5426e-02  -1.4793e-05
4.0050e+00  9.6101e-02  1.5353e-02  -1.4793e-05
4.0100e+00  9.6104e-02  1.5280e-02  -1.4793e-05
4.0150e+00  9.6108e-02  1.5207e-02  -1.4794e-05
4.0200e+00  9.6111e-02  1.5135e-02  -1.4794e-05
4.0250e+00  9.6114e-02  1.5064e-02  -1.4794e-05
4.0300e+00  9.6117e-02  1.4996e-02  -1.4794e-05
4.0350e+00  9.6119e-02  1.4931e-02  -1.4794e-05
4.0400e+00  9.6122e-02  1.4870e-02  -1.4795e-05
4.0450e+00  9.6124e-02  1.4813e-02  -1.4795e-05
4.0500e+00  9.6125e-02  1.4761e-02  -1.4795e-05
4.0550e+00  9.6127e-02  1.4715e-02  -1.4795e-05
4.0600e+00  9.6128e-02  1.4677e-02  -1.4796e-05
4.0650e+00  9.6129e-02  1.4646e-02  -1.4796e-05
4.0700e+00  9.6129e-02  1.4623e-02  -1.4796e-05
4.0750e+00  9.6129e-02  1.4609e-02  -1.4796e-05
4.0800e+00  9.6129e-02  1.4605e-02  -1.4796e-05
4.0850e+00  9.6129e-02  1.4611e-02  -1.4797e-05
4.0900e+00  9.6129e-02  1.4627e-02  -1.4797e-05
4.0950e+00  9.6128e-02  1.4654e-02  -1.4797e-05
4.1000e+00  9.6127e-02  1.4691e-02  -1.4797e-05
4.1050e+00  9.6126e-02  1.4739e-02  -1.4797e-05
4.1100e+00  9.6124e-02  1.4798e-02  -1.4797e-05
4.1150e+00  9.6123e-02  1.4867e-02  -1.4797e-05
4.1200e+00  9.6121e-02  1.4947e-02  -1.4797e-05
4.1250e+00  9.6119e-02  1.5037e-02  -1.4797e-05
4.1300e+00  9.6117e-02  1.5136e-02  -1.4797e-05
4.1350e+00  9.6115e-02  1.5245e-02  -1.4797e-05
4.1400e+00  9.6112e-02  1.5362e-02  -1.4797e-05
4.1450e+00  9.6110e-02  1.5487e-02  -1.4797e-05
4.1500e+00  9.6107e-02  1.5619e-02  -1.4796e-05
4.1550e+00  9.6105e-02  1.5759e-02  -1.4796e-05
4.1600e+00  9.6102e-02  1.5904e-02  -1.4796e-05
4.1650e+00  9.6099e-02  1.6055e-02  -1.4796e-05
4.1700e+00  9.6096e-02  1.6210e-02  -1.4795e-05
4.1750e+00  9.6093e-02  1.6369e-02  -1.4795e-05
4.1800e+00  9.6090e-02  1.6532e-02  -1.4795e-05
4.1850e+00  9.6087e-02  1.6697e-02  -1.4795e-05
4.1900e+00  9.6085e-02  1.6865e-02  -1.4794e-05
4.1950e+00  9.6082e-02  1.7034e-02  -1.4794e-05
4.2000e+00  9.6079e-02  1.7203e-02  -1.4794e-05
4.2050e+00  9.6076e-02  1.7373e-02  -1.4793e-05
4.2100e+00  9.6073e-02  1.7543e-02  -1.4793e-05
4.2150e+00  9.6071e-02  1.7712e-02  -1.4793e-05
4.2200e+00  9.6068e-02  1.7880e-02  -1.4792e-05
4.2250e+00  9.6065e-02  1.8046e-02  -1.4792e-05
4.2300e+00  9.6063e-02  1.8211e-02  -1.4792e-05
4.2350e+00  9.6061e-02  1.8374e-02  -1.4791e-05
4.2400e+00  9.6059e-02  1.8534e-02  -1.4791e-05
4.2450e+00  9.6056e-02  1.8691e-02  -1.4790e-05
4.2500e+00  9.6055e-02  1.8845e-02  -1.4790e-05
4.2550e+00  9.6053e-02  1.8997e-02  -1.4790e-05
4.2600e+00  9.6051e-02  1.9145e-02  -1.4789e-05
4.2650e+00  9.6050e-02  1.9290e-02  -1.4789e-05
4.2700e+00  9.6048e-02  1.9431e-02  -1.4788e-05
4.2750e+00  9.6047e-02  1.9569e-02  -1.4788e-05
4.2800e+00  9.6046e-02  1.9703e-02  -1.4788e-05
4.2850e+00  9.6045e-02  1.9834e-02  -1.4787e-05
4.2900e+00  9.6044e-02  1.9960e-02  -1.4787e-05
4.2950e+00  9.6044e-02  2.0083e-02  -1.4786e-05
4.3000e+00  9.6043e-02  2.0202e-02  -1.4786e-05
4.3050e+00  9.6043e-02  2.0316e-02  -1.4786e-05
4.3100e+00  9.6043e-02  2.0427e-02  -1.4785e-05
4.3150e+00  9.6043e-02  2.0534e-02  -1.4785e-05
4.3200e+00  9.6043e-02  2.0636e-02  -1.4785e-05
4.3250e+00  9.6043e-02  2.0734e-02  -1.4784e-05
4.3300e+00  9.6043e-02  2.0828e-02  -1.4784e-05
4.3350e+00  9.6044e-02  2.0918e-02  -1.4784e-05
4.3400e+00  9.6045e-02  2.1003e-02  -1.4783e-05
4.3450e+00  9.6045e-02  2.1084e-02  -1.4783e-05
4.3500e+00  9.6046e-02  2.1160e-02  -1.4783e-05
4.3550e+00  9.6047e-02  2.1232e-02  -1.4782e-05
4.3600e+00  9.6048e-02  2.1298e-02  -1.4782e-05
4.3650e+00  9.6050e-02  2.1360e-02  -1.4782e-05
4.3700e+00  9.6051e-02  2.1418e-02  -1.4781e-05
4.3750e+00  9.6052e-02  2.1470e-02  -1.4781e-05
4.3800e+00  9.6054e-02  2.1517e-02  -1.4781e-05
4.3850e+00  9.6055e-02  2.1559e-02  -1.4781e-05
4.3900e+00  9.6057e-02  2.1596e-02  -1.4780e-05
4.3950e+00  9.6058e-02  2.1628e-02  -1.4780e-05
4.4000e+00  9.6060e-02  2.1654e-02  -1.4780e-05
4.4050e+00  9.6062e-02  2.1675e-02  -1.4780e-05
4.4100e+00  9.6063e-02  2.1690e-02  -1.4779e-05
4.4150e+00  9.6065e-02  2.1700e-02  -1.4779e-05
4.4200e+00  9.6067e-02  2.1704e-02  -1.4779e-05
4.4250e+00  9.6069e-02  2.1702e-02  -1.4779e-05
4.4300e+00  9.6071e-02  2.1695e-02  -1.4779e-05
4.4350e+00  9.6073e-02  2.1682e-02  -1.4779e-05
4.4400e+00  9.6074e-02  2.1663e-02  -1.4779e-05
4.4450e+00  9.6076e-02  2.1639e-02  -1.4779e-05
4.4500e+00  9.6078e-02  2.1608e-02  -1.4779e-05
4.4550e+00  9.6080e-02  2.1571e-02  -1.4779e-05
4.4600e+00  9.6082e-02  2.1528e-02  -1.4779e-05
4.4650e+00  9.6084e-02  2.1480e-02  -1.4779e-05
4.4700e+00  9.6086e-02  2.1424e-02  -1.4779e-05
4.4750e+00  9.6087e-02  2.1363e-02  -1.4779e-05
4.4800e+00  9.6089e-02  2.1295e-02  -1.4779e-05
4.4850e+00  9.6091e-02  2.1221e-02  -1.4779e-05
4.4900e+00  9.6093e-02  2.1140e-02  -1.4779e-05
4.4950e+00  9.6094e-02  2.1053e-02  -1.4780e-05
4.5000e+00  9.6096e-02  2.0959e-02  -1.4780e-05
4.5050e+00  9.6097e-02  2.0858e-02  -1.4780e-05
4.5100e+00  9.6099e-02  2.0751e-02  -1.4780e-05
4.5150e+00  9.6100e-02  2.0637e-02  -1.4781e-05
4.5200e+00  9.6102e-02  2.0516e-02  -1.4781e-05
4.5250e+00  9.6103e-02  2.0389e-02  -1.4781e-05
4.5300e+00  9.6104e-02  2.0256e-02  -1.4782e-05
4.5350e+00  9.6106e-02  2.0116e-02  -1.4782e-05
4.5400e+00  9.6107e-02  1.9971e-02  -1.4782e-05
4.5450e+00  9.6108e-02  1.9820e-02  -1.4783e-05
4.5500e+00  9.6109e-02  1.9664e-02  -1.4783e-05
4.5550e+00  9.6110e-02  1.9503e-02  -1.4784e-05
4.5600e+00  9.6111e-02  1.9339e-02  -1.4784e-05
4.5650e+00  9.6112e-02  1.9171e-02  -1.4785e-05
4.5700e+00  9.6113e-02  1.9001e-02  -1.4785e-05
4.5750e+00  9.6114e-02  1.8830e-02  -1.4786e-05
4.5800e+00  9.6114e-02  1.8658e-02  -1.4786e-05
4.5850e+00  9.6115e-02  1.8487e-02  -1.4787e-05
4.5900e+00  9.6115e-02  1.8318e-02  -1.4787e-05
4.5950e+00  9.6116e-02  1.8151e-02  -1.4788e-05
4.6000e+00  9.6116e-02  1.7989e-02  -1.4788e-05
4.6050e+00  9.6117e-02  1.7832e-02  -1.4789e-05
4.6100e+00  9.6117e-02  1.7683e-02  -1.4789e-05
4.6150e+00  9.6117e-02  1.7541e-02  -1.4790e-05
4.6200e+00  9.6117e-02  1.7409e-02  -1.4790e-05
4.6250e+00  9.6117e-02  1.7288e-02  -1.4791e-05
4.6300e+00  9.6118e-02  1.7179e-02  -1.4791e-05
4.6350e+00  9.6118e-02  1.7082e-02  -1.4791e-05
4.6400e+00  9.6117e-02  1.6999e-02  -1.4792e-05
4.6450e+00  9.6117e-02  1.6931e-02  -1.4792e-05
4.6500e+00  9.6117e-02  1.6878e-02  -1.4792e-05
4.6550e+00  9.6117e-02  1.6841e-02  -1.4792e-05
4.6600e+00  9.6116e-02  1.6821e-02  -1.4792e-05
4.6650e+00  9.6116e-02  1.6816e-02  -1.4792e-05
4.6700e+00  9.6116e-02  1.6828e-02  -1.4792e-05
4.6750e+00  9.6115e-02  1.6856e-02  -1.4792e-05
4.6800e+00  9.6115e-02  1.6900e-02  -1.4792e-05
4.6850e+00  9.6114e-02  1.6960e-02  -1.4792e-05
4.6900e+00  9.6113e-02  1.7034e-02  -1.4792e-05
4.6950e+00  9.6113e-02  1.7123e-02  -1.4792e-05
4.7000e+00  9.6112e-02  1.7225e-02  -1.4792e-05
4.7050e+00  9.6111e-02  1.7339e-02  -1.4791e-05
4.7100e+00  9.6111e-02  1.7465e-02  -1.4791e-05
4.7150e+00  9.6110e-02  1.7602e-02  -1.4791e-05
4.7200e+00  9.6109e-02  1.7748e-02  -1.4790e-05
4.7250e+00  9.6108e-02  1.7903e-02  -1.4790e-05
4.7300e+00  9.6107e-02  1.8065e-02  -1.4790e-05
4.7350e+00  9.6106e-02  1.8234e-02  -1.4789e-05
4.7400e+00  9.6106e-02  1.8409e-02  -1.4789e-05
4.7450e+00  9.6105e-02  1.8588e-02  -1.4788e-05
4.7500e+00  9.6104e-02  1.8771e-02  -1.4788e-05
4.7550e+00  9.6103e-02  1.8957e-02  -1.4787e-05
4.7600e+00  9.6102e-02  1.9146e-02  -1.4787e-05
4.7650e+00  9.6101e-02  1.9336e-02  -1.4786e-05
4.7700e+00  9.6100e-02  1.9526e-02  -1.4786e-05
4.7750e+00  9.6100e-02  1.9717e-02  -1.4785e-05
4.7800e+00  9.6099e-02  1.9907e-02  -1.4784e-05
4.7850e+00  9.6098e-02  2.0096e-02  -1.4784e-05
4.7900e+00  9.6097e-02  2.0283e-02  -1.4783e-05
4.7950e+00  9.6096e-02  2.0468e-02  -1.4783e-05
4.8000e+00  9.6096e-02  2.0650e-02  -1.4782e-05
4.8050e+00  9.6095e-02  2.0830e-02  -1.4782e-05
4.8100e+00  9.6094e-02  2.1005e-02  -1.4781e-05
4.8150e+00  9.6093e-02  2.1177e-02  -1.4781e-05
4.8200e+00  9.6093e-02  2.1345e-02  -1.4780e-05
4.8250e+00  9.6092e-02  2.1508e-02  -1.4780e-05
4.8300e+00  9.6092e-02  2.1667e-02  -1.4779e-05
4.8350e+00  9.6091e-02  2.1821e-02  -1.4779e-05
4.8400e+00  9.6091e-02  2.1969e-02  -1.4779e-05
4.8450e+00  9.6090e-02  2.2112e-02  -1.4778e-05
4.8500e+00  9.6090e-02  2.2250e-02  -1.4778e-05
4.8550e+00  9.6089e-02  2.2382e-02  -1.4777e-05
4.8600e+00  9.6089e-02  2.2508e-02  -1.4777e-05
4.8650e+00  9.6088e-02  2.2628e-02  -1.4777e-05
4.8700e+00  9.6088e-02  2.2742e-02  -1.4776e-05
4.8750e+00  9.6088e-02  2.2850e-02  -1.4776e-05
4.8800e+00  9.6088e-02  2.2951e-02  -1.4776e-05
4.8850e+00  9.6087e-02  2.3046e-02  -1.4775e-05
4.8900e+00  9.6087e-02  2.3135e-02  -1.4775e-05
4.8950e+00  9.6087e-02  2.3218e-02  -1.4775e-05
4.9000e+00  9.6087e-02  2.3294e-02  -1.4774e-05
4.9050e+00  9.6087e-02  2.3363e-02  -1.4774e-05
4.9100e+00  9.6087e-02  2.3426e-02  -1.4774e-05
4.9150e+00  9.6086e-02  2.3482e-02  -1.4774e-05
4.9200e+00  9.6086e-02  2.3532e-02  -1.4774e-05
4.9250e+00  9.6086e-02  2.3575e-02  -1.4773e-05
4.9300e+00  9.6086e-02  2.3611e-02  -1.4773e-05
4.9350e+00  9.6086e-02  2.3641e-02  -1.4773e-05
4.9400e+00  9.6086e-02  2.3665e-02  -1.4773e-05
4.9450e+00  9.6086e-02  2.3682e-02  -1.4773e-05
4.9500e+00  9.6087e-02  2.3694e-02  -1.4773e-05
4.9550e+00  9.6087e-02  2.3699e-02  -1.4773e-05
4.9600e+00  9.6087e-02  2.3697e-02  -1.4773e-05
4.9650e+00  9.6087e-02  2.3691e-02  -1.4773e-05
4.9700e+00  9.6087e-02  2.3678e-02  -1.4773e-05
4.9750e+00  9.6087e-02  2.3659e-02  -1.4773e-05
4.9800e+00  9.6087e-02  2.3636e-02  -1.4773e-05
4.9850e+00  9.6087e-02  2.3606e-02  -1.4773e-05
4.9900e+00  9.6087e-02  2.3572e-02  -1.4773e-05
4.9950e+00  9.6088e-02  2.3532e-02  -1.4773e-05
5.0000e+00  9.6088e-02  2.3487e-02  -1.4773e-05
5.0050e+00  9.6088e-02  2.3437e-02  -1.4773e-05
