Time          F_x          F_y          F_z
1.8850e+00  4.3228e+01  6.7293e+00  0.0000e+00
1.8900e+00  4.2850e+01  -5.9500e+00  0.0000e+00
1.8950e+00  4.3286e+01  9.8528e+00  0.0000e+00
1.9000e+00  4.2837e+01  -5.4668e+00  0.0000e+00
1.9050e+00  4.3162e+01  6.5870e+00  0.0000e+00
1.9100e+00  4.2984e+01  -4.2208e-01  0.0000e+00
1.9150e+00  4.2959e+01  2.0651e+00  0.0000e+00
1.9200e+00  4.3096e+01  2.6670e+00  0.0000e+00
1.9250e+00  4.2922e+01  1.7604e+00  0.0000e+00
1.9300e+00  4.2970e+01  5.4038e-01  0.0000e+00
1.9350e+00  4.3106e+01  5.5398e+00  0.0000e+00
1.9400e+00  4.2906e+01  -3.3840e+00  0.0000e+00
1.9450e+00  4.3185e+01  8.3034e+00  0.0000e+00
1.9500e+00  4.2833e+01  -3.3024e+00  0.0000e+00
1.9550e+00  4.3052e+01  5.4524e+00  0.0000e+00
1.9600e+00  4.3006e+01  1.9876e+00  0.0000e+00
1.9650e+00  4.2954e+01  -7.2874e-01  0.0000e+00
1.9700e+00  4.3231e+01  7.8598e+00  0.0000e+00
1.9750e+00  4.2878e+01  -4.1561e+00  0.0000e+00
1.9800e+00  4.3321e+01  8.2767e+00  0.0000e+00
1.9850e+00  4.3006e+01  -1.6376e+00  0.0000e+00
1.9900e+00  4.3097e+01  4.4250e+00  0.0000e+00
1.9950e+00  4.3014e+01  2.4125e+00  0.0000e+00
2.0000e+00  4.2988e+01  2.2307e+00  0.0000e+00
2.0050e+00  4.3012e+01  2.6269e+00  0.0000e+00
2.0100e+00  4.3073e+01  4.5037e+00  0.0000e+00
2.0150e+00  4.2884e+01  -1.2789e+00  0.0000e+00
2.0200e+00  4.3211e+01  9.1547e+00  0.0000e+00
2.0250e+00  4.2689e+01  -4.3627e+00  0.0000e+00
2.0300e+00  4.3206e+01  1.0218e+01  0.0000e+00
2.0350e+00  4.2790e+01  -2.3153e+00  0.0000e+00
2.0400e+00  4.3073e+01  5.6821e+00  0.0000e+00
2.0450e+00  4.2960e+01  3.8059e+00  0.0000e+00
2.0500e+00  4.2896e+01  3.4167e-03  0.0000e+00
2.0550e+00  4.3169e+01  7.4666e+00  0.0000e+00
2.0600e+00  4.2894e+01  -8.9720e-01  0.0000e+00
2.0650e+00  4.3142e+01  6.1357e+00  0.0000e+00
2.0700e+00  4.2966e+01  2.4928e+00  0.0000e+00
2.0750e+00  4.2997e+01  2.7244e+00  0.0000e+00
2.0800e+00  4.3027e+01  4.6180e+00  0.0000e+00
2.0850e+00  4.3095e+01  2.7846e+00  0.0000e+00
2.0900e+00  4.3024e+01  2.5815e+00  0.0000e+00
2.0950e+00  4.3294e+01  6.8937e+00  0.0000e+00
2.1000e+00  4.2848e+01  -2.0692e+00  0.0000e+00
