Time          F_x          F_y          F_z
4.2700e+00  1.6117e+00  -9.1482e-02  0.0000e+00
4.2800e+00  1.5988e+00  -1.2393e-01  0.0000e+00
4.2900e+00  1.5370e+00  -7.5255e-01  0.0000e+00
4.3000e+00  1.4951e+00  -5.7286e-01  0.0000e+00
4.3100e+00  1.4153e+00  -7.6928e-01  0.0000e+00
4.3200e+00  1.4753e+00  -1.5336e+00  0.0000e+00
4.3300e+00  1.4309e+00  -2.0240e+00  0.0000e+00
4.3400e+00  1.5310e+00  -2.0158e+00  0.0000e+00
4.3500e+00  1.5084e+00  -2.1694e+00  0.0000e+00
4.3600e+00  1.6483e+00  -2.0994e+00  0.0000e+00
4.3700e+00  1.7294e+00  -1.8520e+00  0.0000e+00
4.3800e+00  2.0400e+00  -3.0792e+00  0.0000e+00
4.3900e+00  2.1195e+00  -3.1934e+00  0.0000e+00
4.4000e+00  2.0924e+00  -3.2517e+00  0.0000e+00
4.4100e+00  1.8402e+00  -1.7900e+00  0.0000e+00
4.4200e+00  1.6944e+00  -4.6877e-01  0.0000e+00
4.4300e+00  1.5863e+00  1.6465e+00  0.0000e+00
4.4400e+00  1.6517e+00  1.0491e+00  0.0000e+00
4.4500e+00  1.4793e+00  1.0627e+00  0.0000e+00
4.4600e+00  1.7015e+00  2.6612e+00  0.0000e+00
4.4700e+00  1.5446e+00  2.1735e+00  0.0000e+00
4.4800e+00  2.0820e+00  4.2774e+00  0.0000e+00
4.4900e+00  1.9025e+00  4.6679e+00  0.0000e+00
4.5000e+00  2.0435e+00  3.5194e+00  0.0000e+00
4.5100e+00  1.9064e+00  3.0880e+00  0.0000e+00
4.5200e+00  1.9058e+00  2.5074e+00  0.0000e+00
4.5300e+00  1.9475e+00  2.0578e+00  0.0000e+00
4.5400e+00  1.9173e+00  1.7884e+00  0.0000e+00
4.5500e+00  1.8832e+00  3.4899e+00  0.0000e+00
4.5600e+00  1.6878e+00  -8.1303e-01  0.0000e+00
4.5700e+00  1.7513e+00  -2.4488e+00  0.0000e+00
4.5800e+00  1.9007e+00  -1.5255e+00  0.0000e+00
4.5900e+00  1.6536e+00  -5.1407e+00  0.0000e+00
4.6000e+00  1.4230e+00  -8.4302e-02  0.0000e+00
4.6100e+00  1.0436e+00  8.0230e-01  0.0000e+00
4.6200e+00  1.3760e+00  -4.1392e-01  0.0000e+00
4.6300e+00  1.4970e+00  -2.4034e+00  0.0000e+00
4.6400e+00  2.0186e+00  -1.0489e+00  0.0000e+00
4.6500e+00  2.3481e+00  -9.4873e+00  0.0000e+00
4.6600e+00  1.2159e+00  7.3396e-01  0.0000e+00
4.6700e+00  7.6464e-01  9.6097e+00  0.0000e+00
4.6800e+00  1.8202e+00  2.8744e-01  0.0000e+00
4.6900e+00  3.4487e+00  7.7682e+00  0.0000e+00
4.7000e+00  6.2229e+00  -8.6954e+00  0.0000e+00
4.7100e+00  5.5403e-01  -2.7747e+01  0.0000e+00
4.7200e+00  1.9267e+00  -5.9217e+00  0.0000e+00
4.7300e+00  1.1807e+01  4.4704e+01  0.0000e+00
4.7400e+00  NaN  NaN  0.0000e+00
4.7500e+00  NaN  NaN  0.0000e+00
4.7600e+00  NaN  NaN  0.0000e+00
4.7700e+00  NaN  NaN  0.0000e+00
4.7800e+00  NaN  NaN  0.0000e+00
4.7900e+00  NaN  NaN  0.0000e+00
4.8000e+00  NaN  NaN  0.0000e+00
4.8100e+00  NaN  NaN  0.0000e+00
4.8200e+00  NaN  NaN  0.0000e+00
4.8300e+00  NaN  NaN  0.0000e+00
4.8400e+00  NaN  NaN  0.0000e+00
4.8500e+00  NaN  NaN  0.0000e+00
4.8600e+00  NaN  NaN  0.0000e+00
4.8700e+00  NaN  NaN  0.0000e+00
4.8800e+00  NaN  NaN  0.0000e+00
4.8900e+00  NaN  NaN  0.0000e+00
4.9000e+00  NaN  NaN  0.0000e+00
4.9100e+00  NaN  NaN  0.0000e+00
4.9200e+00  NaN  NaN  0.0000e+00
4.9300e+00  NaN  NaN  0.0000e+00
4.9400e+00  NaN  NaN  0.0000e+00
4.9500e+00  NaN  NaN  0.0000e+00
4.9600e+00  NaN  NaN  0.0000e+00
4.9700e+00  NaN  NaN  0.0000e+00
4.9800e+00  NaN  NaN  0.0000e+00
4.9900e+00  NaN  NaN  0.0000e+00
5.0000e+00  NaN  NaN  0.0000e+00
5.0100e+00  NaN  NaN  0.0000e+00
